,kd,rd,blowup,mcbe
0,0.9333333333333333,0.9333333333333333,1.0,1.0
1,1.0,0.9333333333333333,0.9333333333333333,0.9
2,0.9666666666666667,0.9666666666666667,0.9333333333333333,1.0
3,1.0,0.9333333333333333,0.9333333333333333,0.9
4,1.0,0.9333333333333333,0.9666666666666667,1.0
5,1.0,0.9333333333333333,1.0,0.9
6,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
7,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.8666666666666667
8,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667
9,1.0,0.9333333333333333,0.9666666666666667,0.9
10,1.0,0.9333333333333333,0.9333333333333333,0.9
11,1.0,0.9333333333333333,0.9666666666666667,1.0
12,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
13,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
14,1.0,0.9333333333333333,1.0,0.9
15,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
16,1.0,0.9333333333333333,0.9333333333333333,0.9
17,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
18,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667
19,0.9666666666666667,1.0,0.9333333333333333,0.9
20,1.0,1.0,1.0,0.9666666666666667
21,1.0,1.0,1.0,0.9333333333333333
22,1.0,0.9333333333333333,0.9333333333333333,1.0
23,0.9333333333333333,0.9666666666666667,1.0,0.9
24,1.0,0.9666666666666667,0.9333333333333333,0.9333333333333333
25,1.0,0.9333333333333333,0.9666666666666667,0.9
26,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
27,1.0,0.9333333333333333,0.9666666666666667,0.9666666666666667
28,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
29,1.0,0.9333333333333333,0.9333333333333333,0.9
30,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.8333333333333334
31,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
32,1.0,0.9333333333333333,0.9333333333333333,0.9
33,1.0,0.9333333333333333,0.9333333333333333,0.9
34,1.0,0.9666666666666667,0.9333333333333333,0.9
35,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333
36,1.0,0.9333333333333333,1.0,0.9
37,1.0,0.9333333333333333,0.9333333333333333,0.9666666666666667
38,1.0,0.9333333333333333,0.9333333333333333,0.9
39,1.0,1.0,0.9666666666666667,0.9
40,0.9333333333333333,1.0,0.9666666666666667,0.9
41,0.9666666666666667,0.9333333333333333,1.0,1.0
42,1.0,0.9333333333333333,0.9333333333333333,0.9
43,0.9333333333333333,1.0,0.9333333333333333,0.9
44,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
45,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
46,1.0,0.9333333333333333,0.9333333333333333,0.9
47,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9
48,1.0,1.0,0.9666666666666667,0.9
49,1.0,0.9333333333333333,1.0,0.9
50,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
51,1.0,0.9333333333333333,0.9333333333333333,1.0
52,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
53,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9
54,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
55,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9
56,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
57,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333
58,0.9666666666666667,0.9333333333333333,1.0,0.9
59,0.9333333333333333,0.9333333333333333,1.0,0.9
60,1.0,0.9333333333333333,0.9333333333333333,0.9
61,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667
62,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0
63,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
64,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
65,1.0,0.9666666666666667,1.0,1.0
66,1.0,1.0,0.9333333333333333,0.9
67,1.0,0.9333333333333333,0.9666666666666667,0.9
68,0.9666666666666667,0.9333333333333333,1.0,0.9
69,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
70,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
71,1.0,1.0,0.9333333333333333,0.9
72,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
73,1.0,1.0,0.9333333333333333,0.9
74,1.0,0.9333333333333333,0.9666666666666667,0.9
75,1.0,0.9333333333333333,1.0,0.9
76,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
77,0.9666666666666667,1.0,0.9333333333333333,0.9
78,1.0,0.9333333333333333,0.9666666666666667,0.9
79,0.9333333333333333,1.0,0.9333333333333333,0.9
80,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
81,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
82,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9666666666666667
83,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
84,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9
85,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667
86,1.0,0.9333333333333333,0.9333333333333333,0.9
87,1.0,0.9333333333333333,0.9666666666666667,0.9
88,1.0,1.0,0.9666666666666667,0.9
89,1.0,0.9666666666666667,1.0,0.9666666666666667
90,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9
91,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
92,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
93,1.0,0.9666666666666667,0.9333333333333333,0.9666666666666667
94,0.9666666666666667,0.9333333333333333,1.0,0.8666666666666667
95,0.9333333333333333,0.9333333333333333,1.0,0.9
96,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667
97,0.9666666666666667,0.9333333333333333,1.0,1.0
98,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9
99,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0
